"Name","Strain","L-code","Snomed-CT","Mnemonic"
"Bacillus megaterium","Bacillus megaterium DSM 32T DSM","L-12207","79109002","Priesameg"
"Bacillus mojavensis","Bacillus mojavensis DSM 9205T DSM","L-12276","113472008","Bacilsmoj"
"Bacillus mojavensis","Bacillus mojavensis DSM 9205T DSM","L-12276","113472008","Bacilsmoj"
"Bacillus muralis","Bacillus muralis DSM 16288T DSM","L-1224B","428576008","Peribsmur"
"Bacillus muralis","Bacillus muralis DSM 16288T DSM","L-1224B","428576008","Peribsmur"
"Bacillus mycoides","Bacillus mycoides DSM 2048T DSM","L-12232","33900003","Bacilsmyc"
"Bacillus mycoides","Bacillus mycoides DSM 2048T DSM","L-12232","33900003","Bacilsmyc"
"Bacillus nealsonii","Bacillus nealsonii DSM 15077T DSM","L-1224C","428577004","Niallanea"
"Bacillus nealsonii","Bacillus nealsonii DSM 15077T DSM","L-1224C","428577004","Niallanea"
"Bacillus niacini","Bacillus niacini DSM 2923T DSM","L-1229D","429747001","Neobasnia"
"Bacillus niacini","Bacillus niacini DSM 2923T DSM","L-1229D","429747001","Neobasnia"
"Bacillus novalis","Bacillus novalis DSM 15603T DSM","L-1228D","429212005","Neobasnov"
"Bacillus novalis","Bacillus novalis DSM 15603T DSM","L-1228D","429212005","Neobasnov"
"Aspergillus duricaulis","Aspergillus duricaulis CBS 481-65T T36 NIH",,,"bacacp"
"Aspergillus fumigatiaffinis","Aspergillus fumigatiaffinis CBS 117186T T50 NIH",,,"bacacp"
"Bacillus odysseyi","Bacillus odysseyi DSM 18869T DSM","L-1224F","428958007","Lysinsody"
"Bacillus odysseyi","Bacillus odysseyi DSM 18869T DSM","L-1224F","428958007","Lysinsody"
"Aspergillus iizukae","Aspergillus iizukae DSM 874 DSM",,,"bacacp"
"Bacillus okuhidensis","Bacillus okuhidensis DSM 13666T DSM","L-12296","429468004","Alkalhsoku"
"Bacillus okuhidensis","Bacillus okuhidensis DSM 13666T DSM","L-12296","429468004","Alkalhsoku"
"Bacillus oleronius","Bacillus oleronius DSM 9356T DSM","L-12291","113487003","Heyndaole"
"Bacillus oleronius","Bacillus oleronius DSM 9356T DSM","L-12291","113487003","Heyndaole"
"Aspergillus japonicus","Aspergillus japonicus DSM 2345 DSM",,,"bacacp"
"Bacillus patagoniensis","Bacillus patagoniensis DSM 16117T DSM","L-1225A","428962001","Alkalhspat"
"Bacillus patagoniensis","Bacillus patagoniensis DSM 16117T DSM","L-1225A","428962001","Alkalhspat"
"Bacillus pseudalcaliphilus","Bacillus pseudalcaliphilus DSM 8725T DSM","L-12278","113474009","Alkalhspsea"
"Bacillus pseudalcaliphilus","Bacillus pseudalcaliphilus DSM 8725T DSM","L-12278","113474009","Alkalhspsea"
"Bacillus pseudofirmus","Bacillus pseudofirmus CS 123_1a1 BRB","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus CS 123_1a1 BRB","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus CS 629_2b BRB","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus CS 629_2b BRB","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus DSM 2516 DSM","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus DSM 2516 DSM","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus DSM 8715T DSM","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus DSM 8715T DSM","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus DSM 9718 DSM","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus DSM 9718 DSM","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus DSM 9746 DSM","L-12279","113475005","Alkalhspsef"
"Bacillus pseudofirmus","Bacillus pseudofirmus DSM 9746 DSM","L-12279","113475005","Alkalhspsef"
"Bacillus pseudomycoides","Bacillus pseudomycoides DSM 12442T DSM","L-1226C","429077002","Bacilspsem"
"Bacillus pseudomycoides","Bacillus pseudomycoides DSM 12442T DSM","L-1226C","429077002","Bacilspsem"
"Bacillus psychrosaccharolyticus","Bacillus psychrosaccharolyticus DSM 6T DSM","L-12280","113476006","Peribspsys"
"Bacillus psychrosaccharolyticus","Bacillus psychrosaccharolyticus DSM 6T DSM","L-12280","113476006","Peribspsys"
"Bacillus pumilus","Bacillus pumilus DSM 13835 DSM","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus DSM 13835 DSM","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus DSM 1794 DSM","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus DSM 1794 DSM","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus DSM 27T DSM","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus DSM 27T DSM","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus DSM 354 DSM","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus DSM 354 DSM","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus IAM 12050 PAH","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus IAM 12050 PAH","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus IAM 12469 PAH","L-12203","16580009","Bacilspum"
"Bacillus pumilus","Bacillus pumilus IAM 12469 PAH","L-12203","16580009","Bacilspum"
"Aspergillus japonicus","Aspergillus japonicus DSM 2346 DSM",,,"bacacp"
"Bacillus safensis","Bacillus safensis CIP 109412 CIP",,"699340003","Bacilssaf"
"Aspergillus lentulus","Aspergillus lentulus 1712106 HVR",,,"bacacp"
"Bacillus seohaeanensis","Bacillus seohaeanensis DSM 16464T DSM",,"3271000146109","Bacilsseo"
"Bacillus shackletonii","Bacillus shackletonii DSM 18868T DSM","L-1228E","429221006","Margaasha"
"Bacillus shackletonii","Bacillus shackletonii DSM 18868T DSM","L-1228E","429221006","Margaasha"
"Bacillus simplex","Bacillus simplex - 22","L-12283","113479004","Peribssim"
"Bacillus simplex","Bacillus simplex - 22","L-12283","113479004","Peribssim"
"Bacillus simplex","Bacillus simplex CS 206_1aI BRB","L-12283","113479004","Peribssim"
"Bacillus simplex","Bacillus simplex CS 206_1aI BRB","L-12283","113479004","Peribssim"
"Bacillus simplex","Bacillus simplex DSM 1321T DSM","L-12283","113479004","Peribssim"
"Bacillus simplex","Bacillus simplex DSM 1321T DSM","L-12283","113479004","Peribssim"
"Bacillus simplex","Bacillus simplex DSM 1321T DSM_2","L-12283","113479004","Peribssim"
"Bacillus simplex","Bacillus simplex DSM 1321T DSM_2","L-12283","113479004","Peribssim"
"Bacillus siralis","Bacillus siralis DSM 13140T DSM","L-1225C","428972003","Roberasir"
"Bacillus siralis","Bacillus siralis DSM 13140T DSM","L-1225C","428972003","Roberasir"
"Bacillus siralis","Bacillus siralis DSM 13140T DSM_2","L-1225C","428972003","Roberasir"
"Bacillus siralis","Bacillus siralis DSM 13140T DSM_2","L-1225C","428972003","Roberasir"
"Bacillus smithii","Bacillus smithii CIP 103790T CIP","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii CIP 103790T CIP","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii DSM 2320 DSM","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii DSM 2320 DSM","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii DSM 2321 DSM","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii DSM 2321 DSM","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii DSM 4216T DSM","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii DSM 4216T DSM","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii DSM 460 DSM","L-12250","84789000","Bacilssmi"
"Bacillus smithii","Bacillus smithii DSM 460 DSM","L-12250","84789000","Bacilssmi"
"Bacillus soli","Bacillus soli DSM 15604T DSM","L-1225D","428973008","Neobassol"
"Bacillus soli","Bacillus soli DSM 15604T DSM","L-1225D","428973008","Neobassol"
"Bacillus sonorensis","Bacillus sonorensis DSM 13779T DSM","L-12298","429472000","Bacilsson"
"Bacillus sonorensis","Bacillus sonorensis DSM 13779T DSM","L-12298","429472000","Bacilsson"
"Bacillus sp","Bacillus sp - 2",,"44762009","Bacilsspe"
"Bacillus sp","Bacillus sp 57355 RQCL",,"44762009","Bacilsspe"
"Bacillus sp","Bacillus sp 72799 RQCL",,"44762009","Bacilsspe"
"Bacillus sp","Bacillus sp LB_101250b_09 ERL",,"44762009","Bacilsspe"
"Bacillus sp","Bacillus sp SAD_18_G_616 BRB",,"44762009","Bacilsspe"
"Bacillus sp.","Bacillus sp. 20-520704.5 UMCU",,"44762009","Bacilsspe"
"Aspergillus lentulus","Aspergillus lentulus ATCC-MYA 3566 T59 NIH",,,"bacacp"
"Aspergillus lentulus","Aspergillus lentulus CBS 116880 CBS",,,"bacacp"
"Bacillus sporothermodurans","Bacillus sporothermodurans DSM 10599T DSM","L-12284","113480001","Heyndaspo"
"Bacillus sporothermodurans","Bacillus sporothermodurans DSM 10599T DSM","L-12284","113480001","Heyndaspo"
"Bacillus subterraneus","Bacillus subterraneus 58786 RQCL","L-12299","429486001","Mesobssube"
"Bacillus subterraneus","Bacillus subterraneus 58786 RQCL","L-12299","429486001","Mesobssube"
"Bacillus subterraneus","Bacillus subterraneus DSM 13966T DSM","L-12299","429486001","Mesobssube"
"Bacillus subterraneus","Bacillus subterraneus DSM 13966T DSM","L-12299","429486001","Mesobssube"
"Bacillus subtilis","Bacillus subtilis 107_W_7_QSA IBS","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis 107_W_7_QSA IBS","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis DSM 5552 DSM","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis DSM 5552 DSM","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis DSM 5611 DSM","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis DSM 5611 DSM","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis ssp spizizenii DSM 15029T BRB","L-12201","83512007","Bacilssub-sp"
"Bacillus subtilis","Bacillus subtilis ssp spizizenii DSM 15029T BRB","L-12201","83512007","Bacilssub-sp"
"Bacillus subtilis","Bacillus subtilis ssp spizizenii DSM 15029T DSM","L-12201","83512007","Bacilssub-sp"
"Bacillus subtilis","Bacillus subtilis ssp spizizenii DSM 15029T DSM","L-12201","83512007","Bacilssub-sp"
"Bacillus subtilis","Bacillus subtilis ssp spizizenii DSM 347 DSM","L-12201","83512007","Bacilssub-sp"
"Bacillus subtilis","Bacillus subtilis ssp spizizenii DSM 347 DSM","L-12201","83512007","Bacilssub-sp"
"Bacillus subtilis","Bacillus subtilis ssp spizizenii DSM 618 DSM","L-12201","83512007","Bacilssub-sp"
"Bacillus subtilis","Bacillus subtilis ssp spizizenii DSM 618 DSM","L-12201","83512007","Bacilssub-sp"
"Bacillus subtilis","Bacillus subtilis ssp subtilis CICC 23950 CICC","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis ssp subtilis CICC 23950 CICC","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis ssp subtilis DSM 10T DSM","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis ssp subtilis DSM 10T DSM","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis ssp subtilis DSM 5660 DSM","L-12201","83512007","Bacilssub"
"Bacillus subtilis","Bacillus subtilis ssp subtilis DSM 5660 DSM","L-12201","83512007","Bacilssub"
"Bacillus thermoamylovorans","Bacillus thermoamylovorans 10w413986 RLH","L-12285","113481002","Bacilsthe"
"Bacillus thermoamylovorans","Bacillus thermoamylovorans 10w413986 RLH","L-12285","113481002","Bacilsthe"
"Bacillus thermoamylovorans","Bacillus thermoamylovorans DSM 13308 DSM","L-12285","113481002","Bacilsthe"
"Bacillus thermoamylovorans","Bacillus thermoamylovorans DSM 13308 DSM","L-12285","113481002","Bacilsthe"
"Bacillus thermoamylovorans","Bacillus thermoamylovorans DSM 28625 DSM","L-12285","113481002","Bacilsthe"
"Bacillus thermoamylovorans","Bacillus thermoamylovorans DSM 28625 DSM","L-12285","113481002","Bacilsthe"
"Bacillus thermoamylovorans","Bacillus thermoamylovorans DSM 29353 DSM","L-12285","113481002","Bacilsthe"
"Bacillus thermoamylovorans","Bacillus thermoamylovorans DSM 29353 DSM","L-12285","113481002","Bacilsthe"
"Aspergillus lentulus","Aspergillus lentulus CBS 116886 CBS",,,"bacacp"
"Bacillus thuringiensis","Bacillus thuringiensis DSM 2046T DSM","L-12206","64840009","Bacilsthu"
"Bacillus thuringiensis","Bacillus thuringiensis DSM 2046T DSM","L-12206","64840009","Bacilsthu"
"Bacillus vallismortis","Bacillus vallismortis DSM 11031T DSM","L-12288","113484005","Bacilsval"
"Bacillus vallismortis","Bacillus vallismortis DSM 11031T DSM","L-12288","113484005","Bacilsval"
"Bacillus vedderi","Bacillus vedderi DSM 9768T DSM","L-12289","113485006","Evansaved"
"Bacillus vedderi","Bacillus vedderi DSM 9768T DSM","L-12289","113485006","Evansaved"
"Bacillus vietnamensis","Bacillus vietnamensis DSM 18898T DSM","L-1228F","429229008","Rosseavie"
"Bacillus vietnamensis","Bacillus vietnamensis DSM 18898T DSM","L-1228F","429229008","Rosseavie"
"Bacillus vireti","Bacillus vireti DSM 15602T DSM","L-12292","429230003","Neobasvir"
"Bacillus vireti","Bacillus vireti DSM 15602T DSM","L-12292","429230003","Neobasvir"
"Aspergillus lentulus","Aspergillus lentulus CBS 117267 CBS",,,"bacacp"
"Bacillus weihenstephanensis","Bacillus weihenstephanensis DSM 11821T DSM","L-1220F","413622000","Bacilsmyc"
"Bacillus weihenstephanensis","Bacillus weihenstephanensis DSM 11821T DSM","L-1220F","413622000","Bacilsmyc"
"Aspergillus lentulus","Aspergillus lentulus CBS 117885T CBS",,,"bacacp"
"Bacteroides caccae","Bacteroides caccae 103 PIM","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae 103 PIM","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae 14012978_3 MVD","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae 14012978_3 MVD","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae 14028265_7 MVD","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae 14028265_7 MVD","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae CCUG 16431 CCUG","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae CCUG 16431 CCUG","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae DSM 19024T DSM","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae DSM 19024T DSM","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae ENR_0398 ENR","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae ENR_0398 ENR","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae ENR_0399 ENR","L-12451","14342006","Bactescac"
"Bacteroides caccae","Bacteroides caccae ENR_0399 ENR","L-12451","14342006","Bactescac"
"Bacteroides cellulosilyticus","Bacteroides cellulosilyticus 212914 IMHM",,"712917002","Bactescel"
"Bacteroides cellulosilyticus","Bacteroides cellulosilyticus CCUG 56000 CCUG",,"712917002","Bactescel"
"Bacteroides cellulosilyticus","Bacteroides cellulosilyticus DSM 14838T DSM",,"712917002","Bactescel"
"Bacteroides cellulosilyticus","Bacteroides cellulosilyticus ENR_0228_2 ENR",,"712917002","Bactescel"
"Bacteroides cellulosilyticus","Bacteroides cellulosilyticus ENR_0237 ENR",,"712917002","Bactescel"
"Bacteroides cellulosilyticus","Bacteroides cellulosilyticus ENR_0344 ENR",,"712917002","Bactescel"
"Bacteroides clarus","Bacteroides clarus DSM 22519T DSM",,"19941000146107","Bactescla"
"Bacteroides clarus","Bacteroides clarus ENR_0262 ENR",,"19941000146107","Bactescla"
"Bacteroides coagulans","Bacteroides coagulans 2091_2018_A IMHM","L-12412","86193002","Ezakicoa"
"Bacteroides coagulans","Bacteroides coagulans 2091_2018_A IMHM","L-12412","86193002","Ezakicoa"
"Bacteroides coagulans","Bacteroides coagulans DSM 20705T DSM","L-12412","86193002","Ezakicoa"
"Bacteroides coagulans","Bacteroides coagulans DSM 20705T DSM","L-12412","86193002","Ezakicoa"
"Aspergillus lentulus","Aspergillus lentulus CBS 121597 CBS",,,"bacacp"
"Aspergillus minisclerotigenes","Aspergillus minisclerotigenes 1712228 HVR",,,"bacacp"
"Aspergillus montevidensis","Aspergillus montevidensis 120227_12 ETL",,,"bacacp"
"Aspergillus montevidensis","Aspergillus montevidensis 1332 MPA",,,"bacacp"
"Bacteroides eggerthii","Bacteroides eggerthii DSM 20697T DSM","L-12424","90072006","Bactesegg"
"Bacteroides eggerthii","Bacteroides eggerthii DSM 20697T DSM","L-12424","90072006","Bactesegg"
"Bacteroides eggerthii","Bacteroides eggerthii ENR_0220 ENR","L-12424","90072006","Bactesegg"
"Bacteroides eggerthii","Bacteroides eggerthii ENR_0220 ENR","L-12424","90072006","Bactesegg"
"Bacteroides eggerthii","Bacteroides eggerthii ENR_0264 ENR","L-12424","90072006","Bactesegg"
"Bacteroides eggerthii","Bacteroides eggerthii ENR_0264 ENR","L-12424","90072006","Bactesegg"
"Bacteroides eggerthii","Bacteroides eggerthii ENR_0505 ENR","L-12424","90072006","Bactesegg"
"Bacteroides eggerthii","Bacteroides eggerthii ENR_0505 ENR","L-12424","90072006","Bactesegg"
"Bacteroides faecis","Bacteroides faecis 53164 PNU",,"717162007","Bactesfae"
"Bacteroides faecis","Bacteroides faecis DSM 24798T DSM",,"717162007","Bactesfae"
"Bacteroides faecis","Bacteroides faecis ENR_0396 ENR",,"717162007","Bactesfae"
"Bacteroides finegoldii","Bacteroides finegoldii CCUG 53891 CCUG",,"3331000146102","Bactesfin"
"Bacteroides finegoldii","Bacteroides finegoldii DSM 17565T DSM",,"3331000146102","Bactesfin"
"Bacteroides finegoldii","Bacteroides finegoldii ENR_0155 ENR",,"3331000146102","Bactesfin"
"Bacteroides fluxus","Bacteroides fluxus DSM 22534T DSM",,"712916006","Bactesflu"
"Bacteroides fragilis","Bacteroides fragilis 13117365_2 MVD","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 13117365_2 MVD","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 13127375_2 MVD","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 13127375_2 MVD","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 15361 PNU","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 15361 PNU","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 15467 PNU","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 15467 PNU","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 15470 PNU","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 15470 PNU","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 638R PNU","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis 638R PNU","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis A16","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis A16","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis A17","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis A17","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis A18","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis A18","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis CCM 4508 CCM","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis CCM 4508 CCM","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis CCM 4509 CCM","L-12401","55247009","Bactesfra"
"Bacteroides fragilis","Bacteroides fragilis CCM 4509 CCM","L-12401","55247009","Bactesfra"
